img_id	confidence	recall	area
ireland1_0018	0.612542	0.730829	0.03432465
ireland1_0022	0.004693	0.000000	0.00018311
ireland1_0023	0.082421	0.000000	0.00137711
ireland1_0024	0.310448	0.421725	0.00119400
ireland1_0025	0.728221	0.795341	0.04273987
ireland1_0026	0.826182	0.884272	0.06325531
ireland1_0027	0.703812	0.826787	0.02865219
ireland1_0029	0.617457	0.754379	0.00914764
ireland1_0030	0.441273	0.494091	0.01161957
ireland1_0032	0.444606	0.555911	0.00119400
ireland1_0033	0.913134	0.963535	0.01506424
ireland1_0034	0.865726	0.914842	0.04233170
ireland1_0035	0.791741	0.868404	0.04640961
ireland1_0036	0.865218	0.920128	0.02268600
ireland1_0037	0.796182	0.889908	0.00914764
ireland1_0038	0.737709	0.855570	0.01143646
ireland1_0039	0.730731	0.911053	0.00583267
ireland1_0042	0.925617	0.974432	0.02804947
ireland1_0043	0.877327	0.925114	0.03932571
ireland1_0044	0.860129	0.919147	0.01127625
ireland1_0049	0.911462	0.964871	0.02095795
ireland1_0050	0.941046	0.971822	0.04426956
ireland1_0051	0.903158	0.942660	0.05082703
ireland1_0052	0.920714	0.962446	0.02569962
ireland1_0053	0.306882	0.316514	0.00166321
ireland1_0057	0.904053	0.941027	0.02095795
ireland1_0058	0.938787	0.969426	0.03418732
ireland1_0059	0.894624	0.937983	0.04047394
ireland1_0060	0.893279	0.930243	0.02542877
ireland1_0061	0.805755	0.915138	0.00166321
ireland1_0066	0.942149	0.991646	0.00456619
ireland2_0004	0.766712	0.841191	0.09992599
ireland2_0005	0.756942	0.835314	0.09534073
ireland2_0010	0.011694	0.000000	0.01557541
ireland2_0012	0.827691	0.889903	0.02047729
ireland2_0013	0.866761	0.923738	0.11409760
ireland2_0015	0.548133	0.701948	0.00450516
ireland2_0019	0.115486	0.110044	0.02183914
ireland2_0020	0.549568	0.551682	0.03764343
ireland2_0021	0.904906	0.948852	0.04437637
ireland2_0023	0.310808	0.325141	0.01955795
ireland2_0024	0.311407	0.313294	0.00450516
ireland2_0028	0.436937	0.492499	0.01195145
ireland2_0029	0.768753	0.823466	0.04581070
ireland2_0030	0.783975	0.835856	0.05140686
ireland2_0032	0.089789	0.072419	0.01869965
ireland2_0033	0.069923	0.000000	0.00037384
ireland2_0034	0.127049	0.147321	0.00085449
ireland2_0037	0.224482	0.254863	0.00568771
ireland2_0039	0.738389	0.794616	0.04123306
ireland2_0040	0.399277	0.443685	0.02455521
ireland2_0041	0.219873	0.236822	0.00998688
ireland2_0042	0.162617	0.092262	0.00384521
ireland2_0043	0.249947	0.298060	0.00432587
ireland2_0044	0.007297	0.000000	0.00048065
ireland2_0048	0.699901	0.761140	0.01806259
ireland2_0049	0.559229	0.628482	0.00849152
ireland2_0050	0.058281	0.000000	0.00045395
ireland2_0051	0.436965	0.595604	0.00347137
ireland2_0052	0.416930	0.513187	0.00347137
ireland2_0056	0.234973	0.278912	0.00168228
